enable,content,buttontext,link,imagepath,venue,date,time,registration_deadline,registration_fee,rewards
yes,"🔥 What if...? Be prepared for the unexpected! Participate in our college fire drill and gain life-saving skills. Don’t miss this opportunity to learn how to respond in emergency situations!",Register Now,https://tally.so/r/w5M51b,/images/poster.png,"Busbay, CVR College of Engineering","2024-03-18","2:45 PM - 3:45 PM","2024-03-18","₹Free","Certificate of Attendance"
